,index,description,category,civic_issue
6751,6752,"This spot has been dumped for a long time .
AMD has a lot of mosquitoes",Waste/Garbage,1
6752,6753,There is no place to walk or transport,Waste/Garbage,1
6753,6754,Pot holes in the road should be fixed.it has been here for an year now,Potholes,1
6754,6755,The pothole need to be fixed... It gets flooded up during the rain,Potholes,1
6755,6756,Bbmp didn't take the waste,Waste/Garbage,1
6756,6757,Roadside waste,Waste/Garbage,1
6757,6758,"Wrong parking,usually by trucks causes a lot of traffic in the hope farm circle, Whitefield.
It takes a driver a minimum of 15 minutes to cross the hope farm circle during times of high traffic.",Traffic/Parking,1
6758,6759,Water getting piled up in rainy times,Water,1
6759,6760,"The  garbage dump has been there for long .
Urgent issue",Waste/Garbage,1
6760,6761,A lot of plastic waste is collected and it's smelling really badly.,Waste/Garbage,1
6761,6762,Not segregated waste,Waste/Garbage,1
6762,6763,The area around poles is completely broken.,Potholes,1
6763,6764,Open hole in front of the road,Potholes,1
6764,6765,Mixed waste in front of residential area prone to mosquito breeding,Waste/Garbage,1
6765,6766,Plastic waste plant waste,Waste/Garbage,1
6766,6767,Water is collected and mixed with waste all around.,Water,1
6767,6768,Wet and dry waste dumbed together,Waste/Garbage,1
6768,6769,Not segregated,Waste/Garbage,1
6769,6770,Water logged on the road prone to bike skidding and car is been stuck on it,Water,1
6770,6771,Potholes filled with water,Potholes,1
6771,6772,A lot of water is collected and the drain is clogged.,Water,1
6772,6773,Unable to walk on the road and te vehicles are  congested because of this,Water,1
6773,6774,"Plastic , biodegradable waste",Waste/Garbage,1
6774,6775,Unable to walk because of te vehicle,Traffic/Parking,1
6775,6776,Very difficult to walk and drive vehicles.,Potholes,1
6776,6777,All kinds of waste dumbed under a tree in the roadside,Waste/Garbage,1
6777,6778,Garbage including rug sacs and toilet seat are there which are a breeding ground for insects.,Waste/Garbage,1
6778,6779,Sack full WOF waste under tree,Waste/Garbage,1
6779,6780,Thi Shasta been lying around  for a while and has been a trouble for the foot path,Waste/Garbage,1
6780,6781,"Water packed together in the Roadside, mixed with waste",Water,1
6781,6782,Waste of all kind,Waste/Garbage,1
6782,6783,"There is so much waste near the park at the end of 22nd main road .
People  cant walk in the park too",Waste/Garbage,1
6783,6784,Can't walk on the footpath.,Potholes,1
6784,6785,"Water packed together, might act as a breeding area for mosquitoes if not fixed in time",Water,1
6785,6786,Very difficult to walk on this footpath.,Potholes,1
6786,6787,Garbage from house not picked up by bbmp or the house residents left it outside after the bbmp left,Waste/Garbage,1
6787,6788,Black wire hanging near tree,Streetlights,1
6788,6789,A plain land converted into a dumping lot and smelling really badly,Waste/Garbage,1
6789,6790,There are bottles and plastic mixed with wet waste gives a bad odor.,Waste/Garbage,1
6790,6791,Big hole with watery mud around it.,Potholes,1
6791,6792,Water accumulation,Potholes,1
6792,6793,Waste have not been picked up by bbmp and it is creating awful smell when mixed with the rain water,Waste/Garbage,1
6793,6794,Water gets clogged in these potholes.,Potholes,1
6794,6795,Houshold waste dumped in front of a construction site.,Waste/Garbage,1
6795,6796,Waste thrown outside basketball court.,Waste/Garbage,1
6796,6797,Broken footpaths nobody can walk,Potholes,1
6797,6798,This garbage has been here for more than a week. All this was dropped by a garbage truck. Nobody has cleared it.,Waste/Garbage,1
6798,6799,There are wasting water by cleaning vehicles ,Water,1
6799,6800,Garbage dumped on a foot path,Waste/Garbage,1
6800,6801,Its too difficult to go through the whole road and many have fallen down even i had fallen while riding cycling,Potholes,1
6801,6802,Garbage dumped near metro construction,Waste/Garbage,1
6802,6803,While going through the road the vehicles which had been parked there for many years block the road,Traffic/Parking,1
6803,6804,All water is clogged.,Potholes,1
6804,6805,Water accumulation,Potholes,1
6805,6806,Smelling badly,Waste/Garbage,1
6806,6807,Relocate the bin..,Waste/Garbage,1
6807,6808,Relay it fastly..,Potholes,1
6808,6809,New parking lot..,Traffic/Parking,1
6809,6810,Disposed Garbage on roadside from a long time.,Waste/Garbage,1
6810,6811,"People throw non degradable garbage like used shoes,plastics,bottles,etc which spoil the surrounding and cause pollution. Measures have to be taken against them. ",Waste/Garbage,1
6811,6812,I feel like India is getting buried inside the garbage which is a very bad thing.......,Waste/Garbage,1
6812,6813,This is a dumpage of samsung refrigerator on the ground floor of my apartment .  This is very frustating since we know that we must not throw garbage on public since it creates a public nuisance,Waste/Garbage,1
6813,6814,"I have been noticing this place for more than a couple of weeks but the dustbin always seems to be overflowing with garbages outside and block most of the road most of the times,the garbages are out",Waste/Garbage,1
6814,6815,Guys in India we are wasting most of the water.we have leakage in taps.,Water,1
6815,6816,The street light is not working for 2 months,Streetlights,1
6816,6817,Roads in whitefield are narrow and with the metro construction on its a task to find parking spaces because of which people park their vehicles on the foothpath which causes people  to walk on roads.,Traffic/Parking,1
6817,6818,Clearance of drainage problem,Waste/Garbage,1
6818,6819,In my area most of the garbage is being dumped in vacant lots and Lands and few people in my area are not at all showing initiative to take action and clean the area and are throwing things all around,Waste/Garbage,1
6819,6820,Due to rain the potholes are getting filled with rain water and due to this many people in my area are falling sick with diseases like dengue as the mosquitoes are breeding in such areas.,Potholes,1
6820,6821,"The rate of waste generation is very high but the rate at which it is being collected is not competent  or regular.

To prevent this accumulation of waste there needs to be a proper schedule.",Waste/Garbage,1
6821,6822,Garbage dumped in a plot,Waste/Garbage,1
6822,6823,"Photo is taken infront of venketeshwara hospital , Nandanam extension , chennai 35",Potholes,1
6823,6824,Please do something ,Waste/Garbage,1
6824,6825,Please do something ,Waste/Garbage,1
6825,6826,People are throwing waste near the dustbin and not on the dustbin here.,Waste/Garbage,1
6826,6827,It is very badly noticed,Waste/Garbage,1
6827,6828,Bad,Waste/Garbage,1
6828,6829,It there for past 2 month,Waste/Garbage,1
6829,6830,Too bad,Waste/Garbage,1
6830,6831,Bad,Streetlights,1
6831,6832,The garbage is accumulated in front of a flat in the roadside. It is dumped beneath a tree . This is always a problem here,Waste/Garbage,1
6832,6833,Water gets clogged.,Potholes,1
6833,6834,Difficult to walk on the road.,Potholes,1
6834,6835,Water gets clogged.,Potholes,1
6835,6836,Very smelly all around the area,Sewage,1
6836,6837,Very smelly,Sewage,1
6837,6838,Mixes with water and toxic smell,Waste/Garbage,1
6838,6839,This place is being dumped by garbage a lot.,Waste/Garbage,1
6839,6840,The garbage should be collected in this spot.,Waste/Garbage,1
6840,6841,There is a lot of water leakages in our neighborhood and is not getting fixed even by the BBMP,Water,1
6841,6842,"The poverty around towns is polluting our land, people are cutting trees ,throwing plastics,burning rubber tyres:this is not only spoiling their environment but is also polluting our environment.",Waste/Garbage,1
6842,6843,"Due to rain,potholes are getting filled with rain water in my area and due to this people in my locality are falling ill with dengue and etc as the mosquitoes are breeding in such areas.",Potholes,1
6843,6844,There is garbage dumped in Park.,Waste/Garbage,1
6844,6845,Hdiduf,Plastic,1
6845,6846,Ghbbjj,Plastic,1
6846,6847,Pothole near Arya hub,Potholes,1
6847,6848,This air pollution creates a major respiratory problems like veezing and Asthma. This is very often in our city and should be cleared.,Air,1
6848,6849,"Parking on footpath is wrong as it is provided for the people for walking jogging and cycling .people do rashdriving while parking,that too .therefore causing accidents .",Traffic/Parking,1
6849,6850,Water gets clogged.,Potholes,1
6850,6851,Difficult to drive vehicles,Potholes,1
6851,6852,Very smelly.,Potholes,1
6852,6853,Difficult to walk,Water,1
6853,6854,Difficult to walk,Potholes,1
6854,6855,Difficult to drive.,Potholes,1
6855,6856,Waste gets accumulated,Sewage,1
6856,6857,Someone Might fall.,Potholes,1
6857,6858,Very difficult to walk,Water,1
6858,6859,At the junction of two roads.,Potholes,1
6859,6860,I reccomend  to municipaloty,Waste/Garbage,1
6860,6861,Might lead to electric shock,Streetlights,1
6861,6862,Difficult to drive,Potholes,1
6862,6863,Water accumulation,Potholes,1
6863,6864,Smelling,Waste/Garbage,1
6864,6865,Can leads to accident,Waste/Garbage,1
6865,6866,Can lead to accident,Potholes,1
6866,6867,Water accumulated,Potholes,1
6867,6868,Leads to diseases,Water,1
6868,6869,Water logged,Water,1
6869,6870,Leads to puddle,Potholes,1
6870,6871,Water logging,Water,1
6871,6872,It was smelling alot,Waste/Garbage,1
6872,6873,It's very very difficult to breathe around that place.,Sewage,1
6873,6874,Difficult to drive on this road.,Potholes,1
6874,6875,Very smelly leading to germination of mosquitoes.,Waste/Garbage,1
6875,6876,Water logging,Potholes,1
6876,6877,Results in accident a,Potholes,1
6877,6878,Results in severe accidends,Potholes,1
6878,6879,Th,Waste/Garbage,1
6879,6880,Dummy report ,Waste/Garbage,1
6880,6881,Huge gkal,Traffic/Parking,1
6881,6882,Smelly garbage all around the spot,Waste/Garbage,1
6882,6883,Broken pavement,Sewage,1
6883,6884,Garbage,Waste/Garbage,1
6884,6885,Improper dumping of waste,Waste/Garbage,1
6885,6886,Improper place of dumping waste,Waste/Garbage,1
6886,6887,Empty spot ,Waste/Garbage,1
6887,6888,Improper place to dump waste,Waste/Garbage,1
6888,6889,Tree waste,Waste/Garbage,1
6889,6890,Improper place for garbage,Waste/Garbage,1
6890,6891,Food waste near by temple,Waste/Garbage,1
6891,6892,"Waste piled up near Aavin booth,
west circular road",Waste/Garbage,1
6892,6893,Worst maintainence,Waste/Garbage,1
6893,6894,"Plastic waste, food waste, ",Waste/Garbage,1
6894,6895,"Plastic bag , foods ",Waste/Garbage,1
6895,6896,Garbage ,Waste/Garbage,1
6896,6897,"Plastic waste, waste food, water bottles ",Waste/Garbage,1
6897,6898,"Plastic wastes,food waste",Waste/Garbage,1
6898,6899,Glass waste ,Waste/Garbage,1
6899,6900,4×4 foot steps near main road,Waste/Garbage,1
6900,6901,Improper place for garbage,Waste/Garbage,1
6901,6902,Plastic waste ,Waste/Garbage,1
